id,title,company,location,created,description,latitude,longitude,salary_min,salary_max,redirect_url
5288374693,Data Analyst (Insight & Analytics),Harnham,"London, UK",2025-07-06T02:49:00Z," Data Analyst - Insight & Analytics Focus ️ Central London (Hybrid, 2-3 days in office)  Up to £50,000 ⏱️ Urgent Hire - Small, High-Impact Team  No sponsorship We're partnering with an innovative company that measures how people interact with out-of-home advertising (billboards, digital screens, posters, etc.). As they continue to grow and refine their methods, they're looking for a Data Analyst to join their collaborative team and help drive actionable insights. In this role, you'll work close…",51.503378,-0.139134,45028.54,45028.54,https://www.adzuna.co.uk/jobs/land/ad/5288374693?se=eLpRAe1o8BGOTMe40IxpVA&utm_medium=api&utm_source=71ed0f1d&v=94115B3DC722B74F322DC927472FC2112A7F6754
5313281767,Quantitative Risk & Data Analyst,Richard James Recruitment Specialists Ltd,"London, UK",2025-07-20T08:21:09Z,"Our client is a trader of Commodity and Energy products including, Gas, Power, LNG and Oil, based in Central London. They offer a unique chance to work within a growing and diversifying business, with a strong commercial appetite. Working as part of the wider Commercial risk team, we are seeking a Quantitative minded professional with experience in the Power/Gas trading industry. The successful candidate will work closely with the traders, in hybrid role, look at both Quantitative Analysis, ris…",,,57494.36,57494.36,https://www.adzuna.co.uk/jobs/land/ad/5313281767?se=eLpRAe1o8BGOTMe40IxpVA&utm_medium=api&utm_source=71ed0f1d&v=DA73C6BD15189C55AB6DEF21A8A197DB32B4C383
5266687441,Data Analyst - Customer & Trading,3Search,"The City, Central London",2025-06-25T05:52:04Z,"Customer Analyst - Food Delivery Up to £45,000 Food Delivery - Tech SW London - Hybrid, 2 days per week in the office Would you like to join a pioneering food delivery firm, where sustainability, ethical practices, and positive business impact are a key business strategy? We are looking for a skilled Customer Insight Analyst to be an integral part of our client’s marketing team. This role is ideal for you if you: Have a keen interest in data analytics within the food delivery and sustainability…",,,37911.5,37911.5,https://www.adzuna.co.uk/jobs/land/ad/5266687441?se=eLpRAe1o8BGOTMe40IxpVA&utm_medium=api&utm_source=71ed0f1d&v=43020C082DF16A46079C6CF173B98A77AB77CD8A
5310299119,Data Analyst Internship,Truelance Recruitment Ltd,"London, UK",2025-07-18T21:04:21Z,"An exciting opportunity has opened through Truelance Recruitment Ltd for a 4-week remote internship programme with a UK-based career accelerator helping students and early-career professionals build experience in the tech industry. This internship is ideal for recent graduates, career changers, or early-career professionals looking to strengthen their data skills, gain real-world project experience, and receive mentorship from industry experts. What our client offers: Perform data cleaning, pro…",,,27083.25,27083.25,https://www.adzuna.co.uk/jobs/land/ad/5310299119?se=eLpRAe1o8BGOTMe40IxpVA&utm_medium=api&utm_source=71ed0f1d&v=3999DC5F166660127975238C0119E95A7FBC86DF
5316379770,Data Analyst Trainee,ITOL Recruit,"Barking, Essex",2025-07-22T12:23:26Z,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…",51.536301,0.081478,30000,50000,https://www.adzuna.co.uk/jobs/land/ad/5316379770?se=eLpRAe1o8BGOTMe40IxpVA&utm_medium=api&utm_source=71ed0f1d&v=726A2AFC61EA09881FB173B6CAA61A7D8347389F
5291741424,Data Analyst Trainee,ITOL Recruit,"Ilford, Essex",2025-07-08T14:20:03Z,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…",51.557701,0.070101,30000,50000,https://www.adzuna.co.uk/jobs/land/ad/5291741424?se=eLpRAe1o8BGOTMe40IxpVA&utm_medium=api&utm_source=71ed0f1d&v=4FBD55BD4975EAA72C98A1957BD1C9BB66C95AFB
5318199540,Data Analyst Trainee,ITOL Recruit,"London, UK",2025-07-23T16:24:12Z,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…",,,30000,50000,https://www.adzuna.co.uk/jobs/land/ad/5318199540?se=eLpRAe1o8BGOTMe40IxpVA&utm_medium=api&utm_source=71ed0f1d&v=A6403D2B4E5BE28BC0C2D5EB3F8E4258C1C08B22
5277510009,Data Analyst Trainee,ITOL Recruit,"Harrow, London",2025-07-01T15:12:46Z,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…",,,30000,50000,https://www.adzuna.co.uk/jobs/land/ad/5277510009?se=eLpRAe1o8BGOTMe40IxpVA&utm_medium=api&utm_source=71ed0f1d&v=5BFA4F51A547DBAD474E7F54B31CDDCC73601508
5293415096,Data Analyst Trainee,ITOL Recruit,"Enfield, London",2025-07-09T11:49:23Z,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…",,,30000,50000,https://www.adzuna.co.uk/jobs/land/ad/5293415096?se=eLpRAe1o8BGOTMe40IxpVA&utm_medium=api&utm_source=71ed0f1d&v=6F5F25900EE6EE58BAB00E4F30A16C82D6E457AD
5293415300,Data Analyst Trainee,ITOL Recruit,"Uxbridge, London",2025-07-09T11:49:25Z,"Are you looking to benefit from a new career in Data Analysis? If you are detail orientated, perceptive, organised, competent, analytical and can communicate well with those around you; you could have a truly rewarding future as a Data Analyst We do this using our specialised Data Analyst career programme which looks to assist and place qualified candidates into a career pathway in Data Analysis. Please note this career program is designed for entry level individuals with limited or no experien…",,,30000,50000,https://www.adzuna.co.uk/jobs/land/ad/5293415300?se=eLpRAe1o8BGOTMe40IxpVA&utm_medium=api&utm_source=71ed0f1d&v=55AC98542336047E3C3012FEB024D7A988D8DA87
5319940355,Junior Data Analyst,Lorien,"Watford, Hertfordshire",2025-07-24T16:44:48Z,"Data Analyst - 6 month contract - North London Based My global client is currently looking for a Data Analyst to join their Supply Chain Analytics team. This role will report into the Logistics Manager - Supply Chain Analytics - you will primary be responsible for working on day to day data analysis, building datasets, and a strategic project to replace existing manual Excel reports with automated database sourced Power BI dashboards. Some of your responsibilities will be to: Identify manual da…",51.6549,-0.398203,39340.41,39340.41,https://www.adzuna.co.uk/jobs/land/ad/5319940355?se=eLpRAe1o8BGOTMe40IxpVA&utm_medium=api&utm_source=71ed0f1d&v=658C1D872FCB947CC8BD3F1BAE27CC209E5F4859
5280182708,Data Analyst / BA,Robert Walters,"London, UK",2025-07-02T17:08:57Z,"We're seeking an experienced Data & Business Analyst to play a key role in the next phase of a cutting-edge Underwriting Workbench project. This exciting opportunity gives you the chance to influence the future of underwriting processes within a dynamic, market-leading organization. Data & Business Analyst - Underwriting Workbench Overview: We're looking for a Data & Business Analyst to support the next phase of an Underwriting Workbench implementation. This role combines business analysis with…",,,182000,195000,https://www.adzuna.co.uk/jobs/land/ad/5280182708?se=eLpRAe1o8BGOTMe40IxpVA&utm_medium=api&utm_source=71ed0f1d&v=36D27AC84044306549FCADEBB2F9C6222EF80719
5260372870,Senior Marketing Data Analyst - Funding Circle,Funding Circle,"London, UK",2025-06-20T19:20:23Z,"Senior Marketing Data Analyst We are looking for a Senior Marketing Data Analyst in our Data team. As a Senior Marketing Data Analyst, you will be expected to develop in depth knowledge of Funding Circle's Marketing activities and products. You will be an expert in marketing analytics and, in addition to performing analytical work you will support analytical initiatives and the development of a data driven maturity within Funding Circle. Who are we? We're Funding Circle. We back small businesse…",,,41270.33,41270.33,https://www.adzuna.co.uk/jobs/land/ad/5260372870?se=eLpRAe1o8BGOTMe40IxpVA&utm_medium=api&utm_source=71ed0f1d&v=E94CB009CBEC0A7E7F5B3BFC17563DC01CB40206
5313277340,"Equity Sector Data Analyst, London",Thurn Partners,"London, UK",2025-07-20T08:19:59Z,"Company Insight: This prestigious global investment management firm is expanding its London office, seeking intellectually curious individuals to drive innovation in equities strategies. Leveraging proprietary cutting-edge technology and rigorous scientific research, the company excels in trading, technology, and operations, and is now looking to expand their discretionary organisation. Data is not a support function here but drives the firm’s approach, with data scientists having direct and ta…",,,44091.96,44091.96,https://www.adzuna.co.uk/jobs/land/ad/5313277340?se=IJYiAu1o8BGfFozVN6dVdA&utm_medium=api&utm_source=71ed0f1d&v=8CCA112B77D89A0B2F39725DE9236ADD2743615F
5120462087,Data Analyst,WALT Labs,"London, UK",2025-03-31T23:55:03Z,"WALT Labs, a leading managed service provider, is dedicated to empowering businesses by harnessing the power of cloud technology. Our team specializes in delivering customized solutions tailored to meet the unique needs of our clients, driving growth and operational efficiency across industries. From supporting small businesses with seamless data migration to enabling large corporations to manage complex infrastructure projects, we provide exceptional service while staying at the forefront of c…",,,30000,45000,https://www.adzuna.co.uk/jobs/details/5120462087?utm_medium=api&utm_source=71ed0f1d
5292717269,Data Analyst,Runna,"London, UK",2025-07-08T23:57:43Z,"We're putting together a talented team to build the 1 training platform for Runners We help everyday runners become outstanding by building an incredible app providing world-class training, coaching and community for everyone, whether you're improving your 5k time or training for your first marathon. We’re growing extremely fast! In November 2023 we closed a $6.5M funding round led by JamJar with participation from Eka Ventures, Venrex and Creator Ventures. In 2024 , we were selected by Apple a…",,,60000,77500,https://www.adzuna.co.uk/jobs/details/5292717269?utm_medium=api&utm_source=71ed0f1d
5269439481,Data Analyst,Zoopla,"London, UK",2025-06-26T14:00:59Z,"Zoopla is one of the UK’s most instantly recognisable property brands. In fact, we’re known and loved by over 91% of the nation (and we’re working hard on the other 9%). Our mission is to help the nation make better home decisions - by connecting everyone to their home and giving them personalised insights to help with moving, managing or financing. Over 50 million people visit Zoopla every month to access exclusive data and information on every UK property, search over 500,000 homes for sale a…",,,50790.06,50790.06,https://www.adzuna.co.uk/jobs/details/5269439481?utm_medium=api&utm_source=71ed0f1d
5216500957,Data Analyst,Relay Technologies,"London, UK",2025-05-26T11:57:53Z,"Company mission In the future, commerce will be instant, local, and seamless. What we now call ""e-commerce"" will simply be how we shop . Relay is building the logistics network that e-commerce should have had from the start. We're designed from the ground up for sustainability - environmental, social, and economic. By rethinking both the middle and last mile, we cut miles driven, reduce carbon emissions, lower costs, and return value to local communities. Behind the scenes, we orchestrate this …",,,45931.66,45931.66,https://www.adzuna.co.uk/jobs/land/ad/5216500957?se=IJYiAu1o8BGfFozVN6dVdA&utm_medium=api&utm_source=71ed0f1d&v=7983C0322A5F06FBC3A81E1AEBBD3BE6C6DC365E
5223428189,Data Analyst,Modulr,"London, UK",2025-05-30T14:24:08Z,"Are you curious, excited by experimentation and always looking for a better way of doing things? Do you want to keep learning and developing whilst getting hands-on experience delivering for a FinTech scaleup in the embedded payments space? Do you want to have the opportunity to define and execute exciting and eye-catching product and customer-led demand and lead generation camapigns in a rapidly growing business? If so, we would love to hear from you! We are one of the fastest-growing payments…",,,47438.66,47438.66,https://www.adzuna.co.uk/jobs/land/ad/5223428189?se=IJYiAu1o8BGfFozVN6dVdA&utm_medium=api&utm_source=71ed0f1d&v=D8FCCDE9FF21A6465259379338D98C52FABDE917
5088965595,Data Analyst,BlackBear,"London, UK",2025-03-12T15:39:27Z,"Description Position at ROSS Companies  DO NOT APPLY! THIS IS A TEST JOB POSTING SIXT is in the middle of a transition from a car rental company to one of the world’s leading mobility providers. With our ONE app, we have successfully expanded our traditional rental business to unified mobility offering including car sharing and ride-hailing. Based on our in-house IoT telematics platform SIXT ConCar, we are currently enhancing our fully digital, premium self-service customer experience. We are s…",,,43057.34,43057.34,https://www.adzuna.co.uk/jobs/land/ad/5088965595?se=IJYiAu1o8BGfFozVN6dVdA&utm_medium=api&utm_source=71ed0f1d&v=EC6E84F658E51983DE09B1B63230405579E2D302
5301626126,Business/Data Analyst (kdb/q),Caspian One,"London, UK",2025-07-14T05:47:27Z,Business/Data Analyst – KDB & Python | Greenfield Build | Investment Banking -EXPERIENCE IN KDB IS Essential- A leading investment bank is building a brand-new team for a greenfield project and is looking for a Business/Data Analyst with strong KDB and Python skills. Key Responsibilities: Gather and analyze business requirements from front-office and tech teams. Build data models and analytics solutions using KDB/q and Python. Define data pipelines and ensure data quality and performance. Trans…,,,54597.71,54597.71,https://www.adzuna.co.uk/jobs/land/ad/5301626126?se=IJYiAu1o8BGfFozVN6dVdA&utm_medium=api&utm_source=71ed0f1d&v=E7609BC312E16C114D85841AE7BD6FFB327BA33D
5301628508,Business/Data Analyst (kdb/q),Caspian One,"The City, Central London",2025-07-14T05:48:00Z,Business/Data Analyst – KDB & Python | Greenfield Build | Investment Banking -EXPERIENCE IN KDB IS Essential- A leading investment bank is building a brand-new team for a greenfield project and is looking for a Business/Data Analyst with strong KDB and Python skills. Key Responsibilities: Gather and analyze business requirements from front-office and tech teams. Build data models and analytics solutions using KDB/q and Python. Define data pipelines and ensure data quality and performance. Trans…,,,55262.84,55262.84,https://www.adzuna.co.uk/jobs/land/ad/5301628508?se=IJYiAu1o8BGfFozVN6dVdA&utm_medium=api&utm_source=71ed0f1d&v=3880C9DE4D37719162D34B2751C2C0264210859A
5266684119,Data Analyst - Womenswear Fashion Supplier,MODE SEARCH Ltd.,"London, UK",2025-06-25T05:49:21Z,"Mode Search is supporting a leading fashion supplier in the search for a dynamic and commercially minded Data Analyst to join their growing team. This is an excellent opportunity to join a fast-paced, trend-led fashion business with a strong presence across major UK retail channels. The successful candidate will play a key role in shaping how data drives commercial decision-making across trading, pricing, and supply chain operations. The Data Analyst will be responsible for designing, building,…",,,42412.12,42412.12,https://www.adzuna.co.uk/jobs/land/ad/5266684119?se=IJYiAu1o8BGfFozVN6dVdA&utm_medium=api&utm_source=71ed0f1d&v=1C5C435462EF53A7B610CFE0A8AEF78268EB4663
5266663354,Data Analyst - Womenswear Fashion Supplier,MODE SEARCH Ltd.,"The City, Central London",2025-06-25T04:41:43Z,"Mode Search is supporting a leading fashion supplier in the search for a dynamic and commercially minded Data Analyst to join their growing team. This is an excellent opportunity to join a fast-paced, trend-led fashion business with a strong presence across major UK retail channels. The successful candidate will play a key role in shaping how data drives commercial decision-making across trading, pricing, and supply chain operations. The Data Analyst will be responsible for designing, building,…",,,42928.93,42928.93,https://www.adzuna.co.uk/jobs/land/ad/5266663354?se=IJYiAu1o8BGfFozVN6dVdA&utm_medium=api&utm_source=71ed0f1d&v=621B92736741A70A523FFD17135FD117754BC02B
5313281906,Data Analyst - Regulatory Reporting & Projects,Ingenii Search Ltd,"The City, Central London",2025-07-20T08:21:10Z,"An excellent opportunity has arisen at a leading Investment Bank for a Data Analyst at Associate Level to join the team working on various regulatory initiatives across the entire bank to include Investment Banking, Asset Management and Wealth Management The role requires a motivated individual with strong career aspirations and also excellent communication skills as the team operates with Senior Stakeholders across the entire bank. They need someone who has advanced excel skills and any of the…",,,50992.88,50992.88,https://www.adzuna.co.uk/jobs/land/ad/5313281906?se=IJYiAu1o8BGfFozVN6dVdA&utm_medium=api&utm_source=71ed0f1d&v=54278B806C46E3A45BA382C481C8A0557C81A2F2
5313275468,Data Analyst - Regulatory Reporting & Projects,Ingenii Search Ltd,"London, UK",2025-07-20T08:19:05Z,"An excellent opportunity has arisen at a leading Investment Bank for a Data Analyst at Associate Level to join the team working on various regulatory initiatives across the entire bank to include Investment Banking, Asset Management and Wealth Management The role requires a motivated individual with strong career aspirations and also excellent communication skills as the team operates with Senior Stakeholders across the entire bank. They need someone who has advanced excel skills and any of the…",,,50379.09,50379.09,https://www.adzuna.co.uk/jobs/land/ad/5313275468?se=IJYiAu1o8BGfFozVN6dVdA&utm_medium=api&utm_source=71ed0f1d&v=1011B744C1C87733F096680D27A2B2C0E1F694A5
5271649116,Data Analyst,SR2,"Farringdon, Central London",2025-06-27T16:10:43Z,"Data Analyst | Remote| Outside IR35| £340 p/d | BigQuery | SQL We are currently working with a market-leading client who operates within the private sector. They are looking for a Data analyst who has experience with SQL programming and BigQuery to join them on a 6 month contract. The ideal candidate will be able to start in 3 weeks and have BigQuery, SQL programming and python experience. Overview £340 p/d Outside IR35 6-month contract Remote (occasional travel to office) Start ASAP (3 weeks) …",51.523772,-0.103815,70759.75,70759.75,https://www.adzuna.co.uk/jobs/land/ad/5271649116?se=IJYiAu1o8BGfFozVN6dVdA&utm_medium=api&utm_source=71ed0f1d&v=F5AFF687341CC9FDE0B951F2F6E48D34605E9C0A
5295816454,Data Analyst,Kingdom People,"Farringdon, Central London",2025-07-10T14:05:36Z,"Data Analyst with solid experience of MS Dynamics 365 F & O needed for my large client. Due to a major programme kicking off, my client is in need of an experienced Data Analyst with specific experience around Dynamics 365 F & O. You will be required the nexus between business, data, functional, and technical teams to resolve complex data issues. You MUST have at least 5 years Data Analysis experience with at least 3 years on MS Dynamics 365 F & O Work with business analysts to define and docum…",51.523772,-0.103815,78000,104000,https://www.adzuna.co.uk/jobs/land/ad/5295816454?se=IJYiAu1o8BGfFozVN6dVdA&utm_medium=api&utm_source=71ed0f1d&v=1B589BB122CF9245213DFD11FA61D103F340AB90
5320852241,Data Analyst,Networker Global Limited,"London, UK",2025-07-24T23:40:28Z,"Data Analyst London (Hybrid) Salary: £50,000 £70,000 Overview Are you a data enthusiast who thrives on transforming raw data into actionable insights? We are seeking talented Data Analysts for permanent roles with leading organizations across various sectors, including finance, healthcare, and technology. With Myn's recruitment platform, you will have the opportunity to: - Analyze complex datasets to uncover trends and deliver impactful recommendations that drive business decisions. - Collabora…",,,90000,90000,https://www.adzuna.co.uk/jobs/details/5320852241?utm_medium=api&utm_source=71ed0f1d
5320847908,Data Analyst,McCabe & Barton,"Central London, London",2025-07-24T23:39:35Z,"Are you a technology graduate with 35 years of experience as a Data Analyst in financial services or consulting, skilled in Power BI, Python, and Jira? If youre ready to take the next step in your data career, we have an exciting opportunity with one of Londons leading financial services organisations. Senior Data Analyst | London (Hybrid: 3 Days On-Site) | £80,000  Excellent Benefits About the Role Join a dynamic Information Security team as a Data Analyst . Youll play a pivotal role in drivin…",51.51985,-0.11126,80000,80000,https://www.adzuna.co.uk/jobs/details/5320847908?utm_medium=api&utm_source=71ed0f1d
5281187420,Data Analyst,GoContract.com,"London, UK",2025-07-03T12:20:08Z,"A major player in the global financial services sector is seeking a Junior Data Analyst to join its Fintech & Commercial Analytics Team . This is a fantastic opportunity for a technically strong, data-driven analyst looking to apply their skills in a real-world business environment, supporting data-driven decision-making through robust analytics and insights. Responsibilities: Develop and maintain production-ready PySpark data tables aligned with business data models Translate business problems…",,,43192.98,43192.98,https://www.adzuna.co.uk/jobs/details/5281187420?utm_medium=api&utm_source=71ed0f1d
5302731136,Data Analyst,McGregor Boyall Associates Limited,"London, UK",2025-07-14T23:23:48Z,"Data Analyst | 6-Month Contract | London (hybrid) | £400 per day One of our public sector clients is looking for a skilled Data Analyst to join their Business Intelligence team on a 6-month contract basis. You'll play a key role in delivering data-driven insights that support commercial strategy and revenue growth across our global advertising sales business. Working with teams across Sales, Marketing, Finance, Operations and Strategy, you'll provide reporting, dashboards, and market intelligen…",,,53671.65,53671.65,https://www.adzuna.co.uk/jobs/details/5302731136?utm_medium=api&utm_source=71ed0f1d
5313277875,"Equity Sector Data Analyst, London",Thurn Partners,"The City, Central London",2025-07-20T08:20:10Z,"Company Insight: This prestigious global investment management firm is expanding its London office, seeking intellectually curious individuals to drive innovation in equities strategies. Leveraging proprietary cutting-edge technology and rigorous scientific research, the company excels in trading, technology, and operations, and is now looking to expand their discretionary organisation. Data is not a support function here but drives the firm’s approach, with data scientists having direct and ta…",,,44629.02,44629.02,https://www.adzuna.co.uk/jobs/land/ad/5313277875?se=IJYiAu1o8BGfFozVN6dVdA&utm_medium=api&utm_source=71ed0f1d&v=78D76DEB5FDA36F2FA74553640111054B0FFC8C9
5320852221,Data Analyst,British Red Cross,"The City, Central London",2025-07-24T23:40:28Z,"Job Title: Data Analyst Location: Flexible Location UK (remote) Salary £36,958 to £39,005 per annum (Plus London Weighting if applicable) Hours: 35 per week, full-time Contract: Permanent Could you help with delivery of our priority fundraising and marketing goals, including annual net income growth of £30m per annum by 2030? Could you be responsible for the delivery of strategic projects that generate actionable insight - ensuring; requirements are well understood, solution designs address the…",,,35000,35000,https://www.adzuna.co.uk/jobs/details/5320852221?utm_medium=api&utm_source=71ed0f1d
5196568400,Data Analyst,Flagstone Group,"London, UK",2025-05-13T18:01:44Z,"What is Flagstone? Flagstone is many things. An online savings platform, reinventing how individuals, businesses, and charities manage, protect, and grow their cash. A diverse group of people, bound by a collaborative spirit, and shared purpose. And lastly, a thriving, profitable business – where smart people do their best work. Each definition shares a common thread: our unique culture. It’s our pride and joy. And our competitive advantage. A feel for our culture To revolutionise the savings m…",,,38204,38204,https://www.adzuna.co.uk/jobs/details/5196568400?utm_medium=api&utm_source=71ed0f1d
5320852038,DATA ANALYST,Sadel Group,"Central London, London",2025-07-24T23:40:25Z,"We are seeking a highly motivated and skilled Data Analyst Engineer to join our team at Sadel Group, a Family Office that owns and operates operational real estate, including Magnavale. a leading operator of cold storage facilities for frozen food. We combine rigorous analysis with entrepreneurial energy to support our portfolio companies through operational and strategic transformation. As part of our internal data analysis team, you'll work directly with stakeholders across the group to build…",51.51985,-0.11126,50000,50000,https://www.adzuna.co.uk/jobs/details/5320852038?utm_medium=api&utm_source=71ed0f1d
5311487465,Data Analyst,Halian Technology Limited,"East London, London",2025-07-19T03:33:53Z,"Halian Technology are currently recruiting a Data & Analytics Analyst for a new, 6 month contract position, supporting a global bank on an inside IR35 basis. This is a great opportunity to join a leading business, helping to deliver strategic insights to enhance customer experience, support compliance, and drive financial health. Youll work with large datasets, engage senior stakeholders, and lead analytical projects end-to-end using advanced tools and techniques. Key Responsibilities: Deliver …",51.54571,-0.016402,104000,117000,https://www.adzuna.co.uk/jobs/details/5311487465?utm_medium=api&utm_source=71ed0f1d
5289876560,Data Analyst,Policy Expert,"London, UK",2025-07-07T09:34:39Z,"Policy Expert – Data Analyst  Are you ready to transform the insurance industry? Policy Expert is a forward-thinking business that loves to get things done. Leveraging proprietary technology and smart data, we offer reliable products and a wow customer experience. Having achieved rapid growth since being founded in 2011, we’ve won over 1.5 million customers in Home, Motor and Pet insurance and have been ranked the UK’s No.1-rated home insurer by Review Centre since 2013.  Hear from our team abo…",,,43336.57,43336.57,https://www.adzuna.co.uk/jobs/details/5289876560?utm_medium=api&utm_source=71ed0f1d
4213291721,Data Analyst,Office for Nuclear Regulation,"Moorgate, Central London",2023-07-19T16:58:59Z,"Data Analyst £35,191 - £41,218 (in addition a market rate allowance may be available plus £4,052 London Weighting allowance if it applies) Bootle, Cheltenham or London Help us bring all our data together The challenge We shape and deliver nuclear safety and security regulation right across the UK, so we need to evolve fast. That’s why we’re investing in digital applications and channels — from new tech capabilities to sprint methodologies, the cloud and scrum mentality. Centralising data is a h…",51.497877,-0.135189,69056.3,69056.3,https://www.adzuna.co.uk/jobs/details/4213291721?utm_medium=api&utm_source=71ed0f1d
5318384523,Data Analyst,Funding Circle,"London, UK",2025-07-23T19:57:45Z,"Data Analyst We are looking for a Marketing Data Analyst in our Data team We’re looking for someone with a passion for driving data maturity through marketing analytics. You will be joining our Analytics Excellence team, within Data, and supporting Marketing as a key stakeholder. In this role, you will hold a range of responsibilities critical to the successful use of Marketing analytics at Funding Circle. Who are we? We’re Funding Circle. We back small businesses to succeed. At Funding Circle,…",,,43293.32,43293.32,https://www.adzuna.co.uk/jobs/details/5318384523?utm_medium=api&utm_source=71ed0f1d
5269499468,Data Analyst,G-Research,"London, UK",2025-06-26T14:34:27Z,"Do you want to tackle the biggest questions in finance with near infinite compute power at your fingertips? G-Research is a leading quantitative research and technology firm, with offices in London and Dallas. We are proud to employ some of the best people in their field and to nurture their talent in a dynamic, flexible and highly stimulating culture where world-beating ideas are cultivated and rewarded. This role is based in our new Soho Place office – opened in 2023 - in the heart of Central…",,,51156.44,51156.44,https://www.adzuna.co.uk/jobs/details/5269499468?utm_medium=api&utm_source=71ed0f1d
4965494722,Data Analyst,Alastair LLP,"London, UK",2024-12-06T09:55:24Z,"Do you want to tackle the biggest questions in finance with near infinite compute power at your fingertips? G-Research is a leading quantitative research and technology firm, with offices in London and Dallas. We are proud to employ some of the best people in their field and to nurture their talent in a dynamic, flexible and highly stimulating culture where world-beating ideas are cultivated and rewarded. This role is based in our new Soho Place office – opened in 2023 - in the heart of Central…",51.503378,-0.139134,46076.05,46076.05,https://www.adzuna.co.uk/jobs/details/4965494722?utm_medium=api&utm_source=71ed0f1d
5281035468,Data Analyst,PitchBook Data,"London, UK",2025-07-03T09:25:49Z,"At PitchBook, we are always looking forward. We continue to innovate, evolve, and invest in ourselves to bring out the best in everyone. We’re deeply collaborative and thrive on the excitement, energy, and fun that reverberates throughout the company. Our extensive learning programs and mentorship opportunities help us create a culture of curiosity that pushes us to always find new solutions and better ways of doing things. The combination of a rapidly evolving industry and our high ambitions m…",51.503378,-0.139134,51071.62,51071.62,https://www.adzuna.co.uk/jobs/details/5281035468?utm_medium=api&utm_source=71ed0f1d
5299413624,Data Analyst,Apex Group,"London, UK",2025-07-12T11:52:39Z,"The Apex Group was established in Bermuda in 2003 and is now one of the world’s largest fund administration and middle office solutions providers. Our business is unique in its ability to reach globally, service locally and provide cross-jurisdictional services. With our clients at the heart of everything we do, our hard-working team has successfully delivered on an unprecedented growth and transformation journey, and we are now represented by over circa 13,000 employees across 112 offices worl…",,,44370.27,44370.27,https://www.adzuna.co.uk/jobs/details/5299413624?utm_medium=api&utm_source=71ed0f1d
5319082842,Business Data Analyst – Data Migration Project (Pensions) - Strike IT,Strike IT,"London, UK",2025-07-23T22:44:40Z,"We are working on a critical data migration programme for a pensions organisation that has recently acquired a new book of business. This role will sit within the IT & Data Migration workstream, ensuring that data from legacy systems is effectively mapped, transformed, and validated for upload to the target platform. As Business Data Analyst, you will bridge the gap between data analysis and business operations, ensuring data readiness and supporting impact assessments for business users. INSID…",,,56291.31,56291.31,https://www.adzuna.co.uk/jobs/land/ad/5319082842?se=IJYiAu1o8BGfFozVN6dVdA&utm_medium=api&utm_source=71ed0f1d&v=0D8ADA25D7F6420CB217691EA0D0324DF1EC87A2
5309929381,Data Analyst,Sagacity,"London, UK",2025-07-18T16:56:55Z,"Principal responsibilities will involve: Turn large quantities of complex client data into insights which can be used to inform decision making and drive business benefit Are quick to identify incomplete and diverse data sets, pin pointing data issues which may affect the accuracy and completeness of any analysis performed Recognise the importance and value of understanding the data they are analysing, validating the information provided and reconciling the data • sets as part of the Data Analy…",,,37780.52,37780.52,https://www.adzuna.co.uk/jobs/details/5309929381?utm_medium=api&utm_source=71ed0f1d
5308328302,Entry-Level Data Analyst,How to Job Ltd,"London, UK",2025-07-17T18:54:04Z,"Entry-Level Data Analyst - Finance Location: London, UK - Flexible Working Options Available About Our Client: Our client is a prestigious financial institution located in the heart of London. They specialize in providing innovative financial solutions and analytics to support decision-making processes across various business units. With a commitment to data-driven strategies, they are seeking an Entry-Level Data Analyst to join their analytics team. This role is a fantastic opportunity to dive…",,,35000,40000,https://www.adzuna.co.uk/jobs/land/ad/5308328302?se=IJYiAu1o8BGfFozVN6dVdA&utm_medium=api&utm_source=71ed0f1d&v=1E459C9123E95092A2DBC0915124EDF90F3EE60A
